SA2,SA2 NAME,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16
121021578,Hornsby - West," 5,969 "," 5,911 "," 6,140 "," 6,164 "," 6,337 "," 6,396 ", 43 , 43 , 44 , 44 , 44 , 44 ," 337,079,465 "," 344,651,365 "," 366,714,178 "," 377,383,948 "," 391,029,488 "," 408,264,234 "," 44,897 "," 46,610 "," 47,935 "," 48,310 "," 49,963 "," 50,526 "," 56,472 "," 58,307 "," 59,725 "," 61,224 "," 61,706 "," 63,831 "
121021579,Waitara - Wahroonga (West)," 4,923 "," 5,027 "," 5,012 "," 5,156 "," 5,370 "," 5,709 ", 39 , 40 , 40 , 41 , 41 , 40 ," 282,414,410 "," 306,318,249 "," 312,926,352 "," 325,973,656 "," 351,100,282 "," 384,807,427 "," 46,360 "," 48,918 "," 50,458 "," 50,695 "," 52,084 "," 54,141 "," 57,366 "," 60,935 "," 62,435 "," 63,222 "," 65,382 "," 67,404 "
121031407,Gordon - Killara," 11,813 "," 12,350 "," 12,752 "," 12,958 "," 13,532 "," 14,092 ", 49 , 48 , 48 , 48 , 48 , 47 ," 1,209,203,462 "," 1,222,432,682 "," 1,300,742,046 "," 1,355,524,268 "," 1,409,980,425 "," 1,500,069,555 "," 49,543 "," 51,354 "," 53,655 "," 54,661 "," 54,843 "," 56,289 "," 102,362 "," 98,982 "," 102,003 "," 104,609 "," 104,196 "," 106,448 "
121031408,Lindfield - Roseville," 13,288 "," 13,549 "," 13,873 "," 14,040 "," 14,575 "," 15,071 ", 47 , 47 , 47 , 47 , 47 , 47 ," 1,411,400,226 "," 1,464,792,028 "," 1,535,094,419 "," 1,634,949,336 "," 1,673,360,922 "," 1,747,740,835 "," 53,619 "," 56,049 "," 58,310 "," 60,143 "," 60,723 "," 61,557 "," 106,216 "," 108,111 "," 110,653 "," 116,449 "," 114,810 "," 115,967 "
121031409,Pymble," 9,648 "," 9,867 "," 10,058 "," 10,159 "," 10,463 "," 10,529 ", 47 , 47 , 47 , 47 , 47 , 47 ," 900,356,874 "," 970,462,529 "," 1,002,158,286 "," 1,040,073,436 "," 1,097,646,210 "," 1,128,859,572 "," 52,560 "," 55,699 "," 56,944 "," 58,949 "," 60,263 "," 62,063 "," 93,321 "," 98,354 "," 99,638 "," 102,380 "," 104,907 "," 107,214 "
121031410,St Ives," 12,064 "," 12,224 "," 12,372 "," 12,686 "," 13,057 "," 13,444 ", 49 , 50 , 50 , 49 , 49 , 48 ," 1,006,698,509 "," 1,051,163,912 "," 1,094,800,881 "," 1,154,475,989 "," 1,216,166,806 "," 1,271,748,143 "," 45,601 "," 48,680 "," 50,545 "," 52,069 "," 54,318 "," 54,969 "," 83,446 "," 85,992 "," 88,490 "," 91,004 "," 93,143 "," 94,596 "
121031411,Turramurra," 11,328 "," 11,525 "," 11,794 "," 12,003 "," 12,241 "," 12,327 ", 49 , 49 , 49 , 49 , 49 , 49 ," 931,343,136 "," 959,490,367 "," 1,029,696,587 "," 1,100,180,287 "," 1,136,087,220 "," 1,195,387,688 "," 46,173 "," 48,636 "," 50,629 "," 53,261 "," 54,672 "," 56,673 "," 82,216 "," 83,253 "," 87,307 "," 91,659 "," 92,810 "," 96,973 "
121031412,Wahroonga (East) - Warrawee," 10,757 "," 10,959 "," 11,104 "," 11,186 "," 11,523 "," 11,522 ", 48 , 48 , 48 , 49 , 48 , 48 ," 1,056,783,954 "," 1,078,082,155 "," 1,149,635,385 "," 1,218,841,937 "," 1,265,991,387 "," 1,287,286,930 "," 51,527 "," 54,601 "," 57,183 "," 58,422 "," 59,998 "," 61,894 "," 98,242 "," 98,374 "," 103,533 "," 108,961 "," 109,866 "," 111,724 "
121041413,Cremorne - Cammeray," 11,969 "," 12,164 "," 12,463 "," 12,676 "," 13,079 "," 13,247 ", 41 , 41 , 41 , 42 , 42 , 43 ," 1,155,877,862 "," 1,215,442,857 "," 1,318,443,980 "," 1,377,366,944 "," 1,465,546,735 "," 1,568,110,038 "," 62,243 "," 64,823 "," 67,176 "," 68,867 "," 71,016 "," 73,696 "," 96,573 "," 99,921 "," 105,789 "," 108,659 "," 112,053 "," 118,375 "
121041414,Crows Nest - Waverton," 11,714 "," 11,800 "," 12,133 "," 12,589 "," 12,927 "," 13,090 ", 37 , 37 , 38 , 38 , 38 , 39 ," 958,037,677 "," 986,023,107 "," 1,058,765,001 "," 1,129,762,621 "," 1,190,868,740 "," 1,260,449,308 "," 60,627 "," 63,279 "," 64,736 "," 67,664 "," 69,923 "," 72,110 "," 81,786 "," 83,561 "," 87,263 "," 89,742 "," 92,123 "," 96,291 "
121041415,Mosman," 17,980 "," 18,322 "," 18,636 "," 19,085 "," 19,631 "," 19,866 ", 46 , 46 , 47 , 47 , 47 , 47 ," 2,492,769,688 "," 2,488,097,947 "," 2,655,016,802 "," 2,960,375,622 "," 3,049,288,565 "," 3,223,693,533 "," 62,169 "," 64,649 "," 67,397 "," 69,455 "," 71,177 "," 74,068 "," 138,641 "," 135,798 "," 142,467 "," 155,115 "," 155,330 "," 162,272 "
121041416,Neutral Bay - Kirribilli," 11,617 "," 11,782 "," 12,021 "," 12,195 "," 12,701 "," 12,905 ", 37 , 38 , 38 , 39 , 39 , 39 ," 1,070,306,592 "," 1,115,536,817 "," 1,232,126,310 "," 1,235,195,957 "," 1,300,741,862 "," 1,376,707,947 "," 60,027 "," 63,000 "," 65,835 "," 67,531 "," 69,417 "," 71,421 "," 92,133 "," 94,681 "," 102,498 "," 101,287 "," 102,413 "," 106,680 "
121041417,North Sydney - Lavender Bay," 6,755 "," 6,965 "," 7,225 "," 7,664 "," 8,022 "," 8,297 ", 38 , 38 , 39 , 39 , 39 , 39 ," 779,178,704 "," 810,291,670 "," 829,987,382 "," 836,026,695 "," 912,923,008 "," 947,323,685 "," 61,382 "," 62,486 "," 66,599 "," 68,619 "," 71,668 "," 74,406 "," 115,348 "," 116,338 "," 114,877 "," 109,085 "," 113,802 "," 114,177 "
122011418,Balgowlah - Clontarf - Seaforth," 11,816 "," 12,036 "," 12,308 "," 12,557 "," 13,030 "," 13,264 ", 46 , 46 , 46 , 46 , 46 , 46 ," 1,162,012,216 "," 1,217,937,804 "," 1,301,039,415 "," 1,413,531,914 "," 1,548,749,730 "," 1,579,671,400 "," 52,357 "," 54,589 "," 56,613 "," 59,633 "," 63,192 "," 63,753 "," 98,342 "," 101,191 "," 105,707 "," 112,569 "," 118,860 "," 119,095 "
122011419,Manly - Fairlight," 15,302 "," 16,417 "," 16,805 "," 15,925 "," 16,541 "," 16,732 ", 36 , 36 , 36 , 38 , 38 , 39 ," 1,233,696,052 "," 1,293,578,469 "," 1,390,370,822 "," 1,485,076,751 "," 1,655,835,088 "," 1,729,674,168 "," 47,196 "," 47,973 "," 51,827 "," 59,159 "," 61,658 "," 64,772 "," 80,623 "," 78,795 "," 82,736 "," 93,254 "," 100,105 "," 103,375 "
122021420,Avalon - Palm Beach," 7,943 "," 8,150 "," 8,399 "," 8,466 "," 8,792 "," 8,801 ", 49 , 50 , 50 , 51 , 51 , 51 ," 620,805,627 "," 661,767,810 "," 673,326,498 "," 731,794,219 "," 760,652,817 "," 825,363,927 "," 42,876 "," 43,618 "," 44,662 "," 46,507 "," 47,971 "," 49,767 "," 78,158 "," 81,199 "," 80,167 "," 86,439 "," 86,516 "," 93,781 "
122021421,Bayview - Elanora Heights," 6,551 "," 6,678 "," 6,893 "," 6,949 "," 7,172 "," 7,207 ", 49 , 49 , 50 , 50 , 50 , 50 ," 498,960,385 "," 518,702,102 "," 557,206,665 "," 597,979,806 "," 630,012,408 "," 652,466,139 "," 42,645 "," 45,039 "," 47,081 "," 48,284 "," 49,645 "," 51,796 "," 76,166 "," 77,673 "," 80,837 "," 86,053 "," 87,843 "," 90,532 "
122021422,Newport - Bilgola," 8,378 "," 8,535 "," 8,637 "," 8,816 "," 9,081 "," 9,084 ", 47 , 48 , 48 , 48 , 48 , 48 ," 629,269,751 "," 652,378,127 "," 692,106,468 "," 718,826,152 "," 773,588,106 "," 787,316,625 "," 44,332 "," 45,414 "," 47,617 "," 49,868 "," 51,543 "," 53,776 "," 75,110 "," 76,436 "," 80,133 "," 81,537 "," 85,188 "," 86,671 "
122021423,Warriewood - Mona Vale," 13,801 "," 14,124 "," 14,497 "," 15,036 "," 15,595 "," 15,719 ", 44 , 45 , 45 , 45 , 45 , 46 ," 846,963,645 "," 896,387,246 "," 953,826,649 "," 1,024,967,871 "," 1,085,110,011 "," 1,148,053,877 "," 44,000 "," 45,506 "," 47,819 "," 48,822 "," 50,548 "," 52,243 "," 61,370 "," 63,466 "," 65,795 "," 68,168 "," 69,581 "," 73,036 "
122031424,Beacon Hill - Narraweena," 7,848 "," 7,836 "," 8,036 "," 8,165 "," 8,401 "," 8,328 ", 44 , 45 , 45 , 45 , 45 , 45 ," 419,963,267 "," 439,929,324 "," 473,901,032 "," 499,172,463 "," 521,710,500 "," 546,190,077 "," 40,764 "," 42,973 "," 44,608 "," 45,319 "," 46,442 "," 49,289 "," 53,512 "," 56,142 "," 58,972 "," 61,136 "," 62,101 "," 65,585 "
122031425,Cromer," 4,373 "," 4,461 "," 4,482 "," 4,574 "," 4,729 "," 4,824 ", 45 , 45 , 45 , 45 , 45 , 46 ," 243,479,287 "," 261,580,147 "," 276,386,395 "," 286,889,238 "," 305,203,721 "," 319,941,780 "," 41,589 "," 44,275 "," 45,428 "," 47,869 "," 48,709 "," 49,294 "," 55,678 "," 58,637 "," 61,666 "," 62,722 "," 64,539 "," 66,323 "
122031426,Dee Why - North Curl Curl," 14,692 "," 14,878 "," 15,287 "," 15,877 "," 16,560 "," 16,628 ", 38 , 39 , 39 , 39 , 39 , 39 ," 858,075,893 "," 916,230,186 "," 981,715,346 "," 1,044,979,506 "," 1,125,995,473 "," 1,173,884,678 "," 44,630 "," 47,182 "," 48,756 "," 49,611 "," 51,076 "," 52,708 "," 58,404 "," 61,583 "," 64,219 "," 65,817 "," 67,995 "," 70,597 "
122031427,Forestville - Killarney Heights," 7,097 "," 7,190 "," 7,229 "," 7,348 "," 7,573 "," 7,729 ", 47 , 47 , 47 , 47 , 47 , 47 ," 480,339,714 "," 507,739,680 "," 540,487,549 "," 568,809,606 "," 617,278,979 "," 640,783,313 "," 43,845 "," 45,956 "," 48,104 "," 50,263 "," 51,711 "," 53,754 "," 67,682 "," 70,617 "," 74,767 "," 77,410 "," 81,510 "," 82,906 "
122031428,Frenchs Forest - Belrose," 14,837 "," 14,974 "," 14,989 "," 15,246 "," 15,644 "," 15,707 ", 46 , 47 , 47 , 47 , 47 , 47 ," 965,446,207 "," 1,010,663,131 "," 1,038,319,059 "," 1,108,490,744 "," 1,169,608,512 "," 1,207,177,444 "," 43,374 "," 45,966 "," 47,213 "," 49,374 "," 50,761 "," 52,113 "," 65,070 "," 67,495 "," 69,272 "," 72,707 "," 74,764 "," 76,856 "
122031429,Freshwater - Brookvale," 12,498 "," 12,852 "," 13,211 "," 13,599 "," 14,006 "," 14,205 ", 39 , 39 , 40 , 40 , 40 , 40 ," 881,190,017 "," 943,370,059 "," 1,007,587,743 "," 1,220,882,406 "," 1,192,287,241 "," 1,233,093,602 "," 49,881 "," 52,127 "," 53,860 "," 55,996 "," 58,561 "," 60,419 "," 70,506 "," 73,403 "," 76,269 "," 89,777 "," 85,127 "," 86,807 "
122031430,Manly Vale - Allambie Heights," 9,362 "," 9,600 "," 9,781 "," 9,970 "," 10,225 "," 10,380 ", 42 , 43 , 43 , 43 , 43 , 43 ," 598,085,467 "," 638,484,526 "," 686,405,323 "," 716,715,812 "," 774,280,837 "," 808,101,718 "," 44,964 "," 47,392 "," 50,201 "," 51,103 "," 53,046 "," 55,012 "," 63,884 "," 66,509 "," 70,177 "," 71,887 "," 75,724 "," 77,852 "
122031431,Narrabeen - Collaroy," 14,194 "," 14,607 "," 14,864 "," 15,243 "," 15,761 "," 16,293 ", 42 , 43 , 43 , 44 , 44 , 44 ," 902,483,481 "," 967,394,335 "," 1,060,004,603 "," 1,103,532,305 "," 1,189,269,286 "," 1,233,648,843 "," 44,964 "," 47,389 "," 49,541 "," 50,972 "," 52,322 "," 53,506 "," 63,582 "," 66,228 "," 71,314 "," 72,396 "," 75,456 "," 75,716 "
122031432,Terrey Hills - Duffys Forest," 2,183 "," 2,247 "," 2,257 "," 2,357 "," 2,404 "," 2,394 ", 47 , 47 , 47 , 48 , 48 , 48 ," 198,436,254 "," 207,454,693 "," 204,954,339 "," 217,007,524 "," 238,085,900 "," 235,373,499 "," 44,074 "," 46,472 "," 50,790 "," 51,454 "," 53,481 "," 55,590 "," 90,901 "," 92,325 "," 90,808 "," 92,069 "," 99,037 "," 98,318 "
123011433,Camden - Ellis Lane," 6,937 "," 7,158 "," 7,211 "," 7,371 "," 7,544 "," 7,473 ", 43 , 43 , 43 , 43 , 43 , 44 ," 383,432,364 "," 417,166,559 "," 433,245,788 "," 453,638,819 "," 477,337,978 "," 488,172,530 "," 45,744 "," 47,636 "," 49,576 "," 51,135 "," 52,309 "," 53,426 "," 55,274 "," 58,280 "," 60,081 "," 61,544 "," 63,274 "," 65,325 "
123011434,Elderslie - Harrington Park," 8,998 "," 9,465 "," 9,859 "," 10,460 "," 11,217 "," 12,059 ", 40 , 41 , 41 , 41 , 41 , 41 ," 502,993,891 "," 556,428,592 "," 608,395,114 "," 658,538,507 "," 729,295,352 "," 808,330,528 "," 46,669 "," 49,843 "," 52,013 "," 53,224 "," 54,903 "," 56,559 "," 55,901 "," 58,788 "," 61,710 "," 62,958 "," 65,017 "," 67,031 "
123011435,Mount Annan - Currans Hill," 13,294 "," 13,923 "," 14,402 "," 15,020 "," 15,987 "," 16,654 ", 38 , 38 , 39 , 39 , 39 , 39 ," 715,917,809 "," 788,047,792 "," 851,688,189 "," 909,417,256 "," 985,641,762 "," 1,048,699,491 "," 50,259 "," 52,300 "," 53,846 "," 55,345 "," 55,784 "," 57,223 "," 53,853 "," 56,600 "," 59,137 "," 60,547 "," 61,653 "," 62,970 "
123021436,Bradbury - Wedderburn," 8,937 "," 8,837 "," 8,722 "," 8,784 "," 8,939 "," 9,089 ", 38 , 39 , 39 , 39 , 39 , 39 ," 407,433,719 "," 420,234,254 "," 419,605,725 "," 433,667,886 "," 450,225,808 "," 476,542,516 "," 41,650 "," 43,522 "," 44,170 "," 45,651 "," 46,534 "," 48,419 "," 45,590 "," 47,554 "," 48,109 "," 49,370 "," 50,366 "," 52,431 "
123021437,Campbelltown - Woodbine," 8,089 "," 8,163 "," 8,255 "," 8,359 "," 8,689 "," 9,362 ", 39 , 40 , 40 , 40 , 40 , 39 ," 376,973,476 "," 404,185,752 "," 419,882,969 "," 433,650,922 "," 464,701,467 "," 503,462,372 "," 42,675 "," 45,000 "," 46,184 "," 46,909 "," 47,794 "," 48,184 "," 46,603 "," 49,514 "," 50,864 "," 51,878 "," 53,482 "," 53,777 "
123021438,Claymore - Eagle Vale - Raby," 10,700 "," 10,652 "," 10,529 "," 10,575 "," 10,807 "," 10,983 ", 39 , 39 , 40 , 40 , 40 , 40 ," 498,024,278 "," 517,314,213 "," 534,967,128 "," 543,167,979 "," 571,064,355 "," 604,151,938 "," 43,012 "," 44,713 "," 46,411 "," 47,073 "," 48,683 "," 50,518 "," 46,544 "," 48,565 "," 50,809 "," 51,363 "," 52,842 "," 55,008 "
123021439,Holsworthy Military Area, na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na 
123021440,Ingleburn - Denham Court," 9,161 "," 9,408 "," 9,532 "," 9,915 "," 10,291 "," 11,183 ", 42 , 42 , 42 , 42 , 41 , 40 ," 450,698,794 "," 478,680,303 "," 503,969,662 "," 536,301,997 "," 569,454,393 "," 628,583,790 "," 43,429 "," 44,858 "," 45,874 "," 47,000 "," 48,035 "," 49,345 "," 49,198 "," 50,880 "," 52,871 "," 54,090 "," 55,335 "," 56,209 "
123021441,Leumeah - Minto Heights," 8,950 "," 8,874 "," 8,729 "," 8,746 "," 8,886 "," 8,900 ", 41 , 41 , 41 , 42 , 41 , 41 ," 423,680,952 "," 440,356,298 "," 444,397,618 "," 452,013,834 "," 467,827,809 "," 470,712,658 "," 43,477 "," 45,290 "," 46,290 "," 47,345 "," 47,961 "," 48,692 "," 47,339 "," 49,623 "," 50,910 "," 51,682 "," 52,648 "," 52,889 "
123021442,Macquarie Fields - Glenfield," 10,014 "," 10,249 "," 10,550 "," 10,899 "," 11,372 "," 11,712 ", 40 , 40 , 40 , 40 , 40 , 40 ," 449,348,033 "," 479,114,380 "," 513,827,710 "," 538,535,891 "," 568,561,818 "," 612,098,051 "," 42,054 "," 43,535 "," 44,926 "," 45,189 "," 46,145 "," 47,971 "," 44,872 "," 46,747 "," 48,704 "," 49,411 "," 49,997 "," 52,262 "
123021443,Minto - St Andrews," 9,098 "," 9,178 "," 9,289 "," 9,676 "," 10,135 "," 10,626 ", 40 , 40 , 40 , 40 , 40 , 39 ," 408,453,871 "," 431,047,260 "," 449,805,578 "," 476,568,232 "," 508,167,025 "," 545,530,462 "," 42,058 "," 43,888 "," 45,080 "," 45,727 "," 46,667 "," 47,783 "," 44,895 "," 46,965 "," 48,423 "," 49,253 "," 50,140 "," 51,339 "
123021444,Rosemeadow - Glen Alpine," 10,435 "," 10,391 "," 10,312 "," 10,490 "," 10,758 "," 10,870 ", 40 , 41 , 42 , 42 , 41 , 41 ," 496,914,341 "," 517,724,220 "," 540,754,861 "," 554,250,013 "," 586,053,310 "," 605,792,774 "," 42,415 "," 44,081 "," 45,963 "," 46,420 "," 47,557 "," 49,483 "," 47,620 "," 49,824 "," 52,439 "," 52,836 "," 54,476 "," 55,731 "
123031445,Bargo," 2,937 "," 2,971 "," 3,001 "," 3,064 "," 3,151 "," 3,180 ", 41 , 42 , 43 , 43 , 42 , 43 ," 140,451,870 "," 152,002,473 "," 157,742,949 "," 163,951,047 "," 174,407,676 "," 179,214,692 "," 42,265 "," 43,914 "," 45,481 "," 46,852 "," 47,811 "," 48,316 "," 47,822 "," 51,162 "," 52,563 "," 53,509 "," 55,350 "," 56,357 "
123031446,Douglas Park - Appin," 4,192 "," 4,375 "," 4,426 "," 4,725 "," 5,230 "," 5,553 ", 43 , 44 , 44 , 43 , 43 , 42 ," 229,008,202 "," 251,798,115 "," 268,304,680 "," 297,110,218 "," 337,722,578 "," 364,366,065 "," 43,927 "," 47,235 "," 48,905 "," 51,589 "," 53,629 "," 55,541 "," 54,630 "," 57,554 "," 60,620 "," 62,880 "," 64,574 "," 65,616 "
123031447,Picton - Tahmoor - Buxton," 8,323 "," 8,453 "," 8,443 "," 8,677 "," 8,971 "," 9,176 ", 42 , 42 , 42 , 43 , 43 , 43 ," 413,483,693 "," 440,278,156 "," 463,071,473 "," 488,340,763 "," 522,740,528 "," 547,606,097 "," 42,858 "," 44,020 "," 46,264 "," 47,406 "," 49,070 "," 50,291 "," 49,680 "," 52,085 "," 54,847 "," 56,280 "," 58,270 "," 59,678 "
123031448,The Oaks - Oakdale," 4,939 "," 5,017 "," 5,020 "," 5,166 "," 5,288 "," 5,298 ", 42 , 43 , 43 , 43 , 43 , 44 ," 265,722,555 "," 296,551,764 "," 293,665,808 "," 309,959,615 "," 319,816,702 "," 330,030,014 "," 42,011 "," 44,461 "," 46,386 "," 47,528 "," 48,925 "," 50,940 "," 53,801 "," 59,109 "," 58,499 "," 60,000 "," 60,480 "," 62,293 "
124011449,Blackheath - Megalong Valley," 2,840 "," 2,873 "," 2,874 "," 2,962 "," 3,024 "," 3,098 ", 49 , 49 , 50 , 50 , 50 , 50 ," 130,622,171 "," 137,200,807 "," 141,497,366 "," 145,660,896 "," 150,209,576 "," 154,631,379 "," 35,453 "," 35,739 "," 37,901 "," 38,534 "," 39,202 "," 39,003 "," 45,994 "," 47,755 "," 49,234 "," 49,177 "," 49,672 "," 49,913 "
124011450,Blaxland - Warrimoo - Lapstone," 11,129 "," 11,186 "," 11,172 "," 11,367 "," 11,504 "," 11,607 ", 45 , 45 , 45 , 45 , 45 , 45 ," 630,270,159 "," 668,936,586 "," 688,812,401 "," 719,039,513 "," 749,334,176 "," 779,783,118 "," 45,652 "," 48,211 "," 50,392 "," 51,876 "," 52,702 "," 54,437 "," 56,633 "," 59,801 "," 61,655 "," 63,257 "," 65,137 "," 67,182 "
124011451,Blue Mountains - North, na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na 
124011452,Katoomba - Leura," 6,712 "," 6,593 "," 6,632 "," 6,799 "," 7,082 "," 7,309 ", 48 , 48 , 48 , 49 , 49 , 49 ," 294,744,131 "," 309,364,157 "," 317,137,389 "," 332,941,394 "," 346,983,868 "," 370,307,453 "," 33,729 "," 35,602 "," 36,555 "," 37,460 "," 37,965 "," 38,671 "," 43,913 "," 46,923 "," 47,819 "," 48,969 "," 48,995 "," 50,665 "
124011453,Lawson - Hazelbrook - Linden," 5,972 "," 6,051 "," 6,010 "," 6,137 "," 6,364 "," 6,495 ", 45 , 46 , 46 , 46 , 46 , 46 ," 291,884,043 "," 309,312,956 "," 317,159,688 "," 331,554,824 "," 348,257,287 "," 365,108,392 "," 42,956 "," 44,657 "," 45,000 "," 46,458 "," 46,669 "," 47,876 "," 48,875 "," 51,118 "," 52,772 "," 54,026 "," 54,723 "," 56,214 "
124011454,Springwood - Winmalee," 12,669 "," 12,650 "," 12,510 "," 12,541 "," 12,871 "," 12,902 ", 45 , 45 , 46 , 46 , 46 , 46 ," 664,718,694 "," 695,886,253 "," 715,863,223 "," 736,649,379 "," 768,053,966 "," 796,583,805 "," 44,356 "," 46,265 "," 48,162 "," 48,847 "," 49,953 "," 51,363 "," 52,468 "," 55,011 "," 57,223 "," 58,739 "," 59,673 "," 61,741 "
124011455,Wentworth Falls," 3,190 "," 3,157 "," 3,138 "," 3,239 "," 3,337 "," 3,417 ", 51 , 51 , 51 , 51 , 51 , 52 ," 152,176,449 "," 160,292,095 "," 163,320,587 "," 173,796,193 "," 185,230,626 "," 202,629,634 "," 35,130 "," 38,507 "," 40,648 "," 42,269 "," 42,963 "," 44,406 "," 47,704 "," 50,774 "," 52,046 "," 53,657 "," 55,508 "," 59,300 "
124021456,Blue Mountains - South, na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na 
124031457,Cambridge Park," 8,704 "," 8,760 "," 8,638 "," 8,683 "," 8,801 "," 8,786 ", 39 , 39 , 40 , 40 , 40 , 40 ," 412,528,537 "," 437,955,755 "," 447,318,036 "," 458,493,969 "," 471,446,675 "," 481,872,197 "," 44,450 "," 46,716 "," 48,233 "," 49,354 "," 49,719 "," 50,777 "," 47,395 "," 49,995 "," 51,785 "," 52,804 "," 53,567 "," 54,845 "
124031458,Castlereagh - Cranebrook," 9,590 "," 9,932 "," 10,591 "," 11,397 "," 12,447 "," 13,300 ", 39 , 39 , 39 , 39 , 38 , 38 ," 476,355,658 "," 518,568,972 "," 594,360,427 "," 657,424,238 "," 736,113,062 "," 812,951,363 "," 44,606 "," 46,563 "," 49,426 "," 51,514 "," 53,043 "," 55,180 "," 49,672 "," 52,212 "," 56,119 "," 57,684 "," 59,140 "," 61,124 "
124031459,Emu Plains - Leonay," 7,954 "," 8,001 "," 7,973 "," 7,885 "," 8,126 "," 8,064 ", 42 , 42 , 42 , 42 , 42 , 42 ," 427,575,667 "," 450,450,284 "," 464,218,768 "," 471,081,666 "," 494,930,311 "," 514,790,812 "," 47,526 "," 49,357 "," 51,058 "," 52,270 "," 53,366 "," 55,320 "," 53,756 "," 56,299 "," 58,224 "," 59,744 "," 60,907 "," 63,838 "
124031460,Glenmore Park - Regentville," 11,929 "," 11,965 "," 12,087 "," 12,221 "," 12,506 "," 12,467 ", 39 , 39 , 40 , 40 , 40 , 41 ," 666,867,538 "," 703,858,737 "," 731,146,868 "," 759,810,320 "," 794,487,254 "," 817,044,524 "," 49,875 "," 52,434 "," 53,839 "," 54,688 "," 56,033 "," 57,481 "," 55,903 "," 58,826 "," 60,490 "," 62,173 "," 63,528 "," 65,537 "
124031461,Jamisontown - South Penrith," 9,539 "," 9,467 "," 9,285 "," 9,329 "," 9,483 "," 9,454 ", 40 , 40 , 40 , 40 , 40 , 40 ," 468,432,117 "," 484,579,106 "," 494,410,575 "," 509,949,021 "," 521,442,649 "," 540,177,856 "," 45,263 "," 46,857 "," 48,807 "," 49,569 "," 50,659 "," 52,385 "," 49,107 "," 51,186 "," 53,248 "," 54,663 "," 54,987 "," 57,137 "
124031462,Kingswood - Werrington," 8,597 "," 8,719 "," 8,853 "," 9,157 "," 9,586 "," 9,988 ", 37 , 38 , 38 , 38 , 38 , 38 ," 407,718,096 "," 432,730,785 "," 452,910,617 "," 479,412,491 "," 508,687,135 "," 550,974,213 "," 43,603 "," 45,111 "," 47,058 "," 47,909 "," 48,669 "," 50,572 "," 47,426 "," 49,631 "," 51,159 "," 52,355 "," 53,066 "," 55,164 "
124031463,Mulgoa - Luddenham - Orchard Hills," 3,835 "," 4,146 "," 4,627 "," 5,175 "," 5,557 "," 5,827 ", 43 , 43 , 43 , 42 , 41 , 41 ," 215,850,813 "," 241,286,227 "," 289,317,707 "," 335,242,768 "," 387,727,069 "," 412,523,179 "," 43,283 "," 46,117 "," 48,682 "," 51,347 "," 55,083 "," 56,930 "," 56,284 "," 58,197 "," 62,528 "," 64,781 "," 69,773 "," 70,795 "
124031464,Penrith," 6,039 "," 5,997 "," 5,947 "," 6,097 "," 6,474 "," 6,797 ", 39 , 39 , 39 , 39 , 39 , 38 ," 280,391,282 "," 291,294,180 "," 301,957,367 "," 319,241,007 "," 341,467,032 "," 367,065,543 "," 42,455 "," 43,977 "," 45,481 "," 46,170 "," 47,708 "," 48,328 "," 46,430 "," 48,573 "," 50,775 "," 52,360 "," 52,744 "," 54,004 "
124031465,Warragamba - Silverdale," 2,878 "," 2,923 "," 2,933 "," 3,007 "," 3,091 "," 3,086 ", 41 , 42 , 42 , 43 , 42 , 42 ," 142,372,678 "," 151,333,631 "," 161,204,645 "," 171,020,133 "," 178,052,861 "," 186,281,544 "," 42,905 "," 45,533 "," 48,908 "," 49,185 "," 50,100 "," 53,131 "," 49,469 "," 51,773 "," 54,962 "," 56,874 "," 57,604 "," 60,363 "
124041466,Richmond - Clarendon," 7,228 "," 7,287 "," 7,283 "," 7,220 "," 7,421 "," 7,524 ", 40 , 41 , 41 , 42 , 43 , 43 ," 341,850,812 "," 361,838,328 "," 366,975,487 "," 380,998,640 "," 399,850,853 "," 411,171,625 "," 42,003 "," 43,647 "," 44,316 "," 44,885 "," 46,052 "," 47,458 "," 47,295 "," 49,655 "," 50,388 "," 52,770 "," 53,881 "," 54,648 "
124041467,Windsor - Bligh Park," 8,271 "," 8,228 "," 8,196 "," 8,283 "," 8,494 "," 8,575 ", 39 , 39 , 40 , 40 , 40 , 40 ," 402,116,296 "," 416,110,702 "," 432,178,080 "," 454,768,166 "," 481,326,177 "," 498,147,730 "," 42,783 "," 44,887 "," 46,753 "," 47,975 "," 49,265 "," 49,956 "," 48,618 "," 50,573 "," 52,730 "," 54,904 "," 56,667 "," 58,093 "
